ID,SalesDate,OrderID,CustomerID,SalesPersonID,ProductID,Quantity,Sales,StoreID,Category,Product,Region,Store,Latitude,Longitude,SalesPersonName,Title,Country,CustomerName,Gender,Phone,PostalCode,Foreigner
3328,2016-01-02,14972,91,8,54,4,137.2177948,7,Sportswear,Patamonia Fleece Jacket,East,Airport Terminal 1,1.35732,103.987309,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
3329,2016-01-02,14972,91,8,68,18,206.2611548,6,Sportswear,Cap,South ,Holland Village,1.31101,103.79627,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
3330,2016-01-02,15301,60,5,21,9,115.8313585,7,Sportswear,Basket Shoes,East,Airport Terminal 1,1.35732,103.987309,Ingrid Hendrix,Sales Representative,Singapore,Leopoldo Samba,Male,(1) 356-5634,1756,False
3331,2016-01-02,15301,60,5,51,16,1940.400573,7,Men's Footwear,Summit Hiking Boots,East,Airport Terminal 1,1.35732,103.987309,Ingrid Hendrix,Sales Representative,Singapore,Leopoldo Samba,Male,(1) 356-5634,1756,False
3332,2016-01-02,15424,37,3,24,8,42.62673445,1,Men's Clothes,Samba Soccer Socks,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3333,2016-01-02,15424,37,3,53,5,323.9130863,6,Women's Clothes,Jack Flash Dress,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3334,2016-01-02,15436,19,9,30,18,394.3793788,8,Baby Clothes,Baby Dark Lounge Suit,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
3335,2016-01-02,15436,19,9,66,29,482.3390943,8,Women's Clothes,Langoste Shirt,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
3336,2016-01-02,15452,79,7,34,12,129.2482551,9,Swimwear,Baywatch Swimsuit,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Heinz Disco,Female,0251-031259,44087,True
3337,2016-01-02,15452,79,7,41,17,219.8059291,7,Baby Clothes,Duck Shirt,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Heinz Disco,Female,0251-031259,44087,True
3338,2016-01-02,15482,11,3,35,22,142.4125873,6,Swimwear,LA. Shorts,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,UK,David Foot,Female,(171) 555-1212,EC2 5NT,True
3339,2016-01-02,15482,11,3,57,7,137.4800732,6,Women's Footwear,Lightweight Sandals,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,UK,David Foot,Female,(171) 555-1212,EC2 5NT,True
3340,2016-01-02,15498,17,7,2,49,993.8065607,2,Sportswear,Mr2 Trousers,West ,Bukit Panjang Plaza,1.37974,103.7644,Tom Lindwall,Sales Representative,Germany,Lars von Holstein,Male,0241-039123,52066,True
3341,2016-01-02,15498,17,7,5,64,397.4496829,9,Men's Clothes,O-Man Underwear,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Lars von Holstein,Male,0241-039123,52066,True
3342,2016-01-02,15498,17,7,32,6,117.6180368,8,Swimwear,Riviera Swimsuit,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Lars von Holstein,Male,0241-039123,52066,True
3343,2016-01-02,15515,73,9,24,11,54.47341935,1,Men's Clothes,Samba Soccer Socks,West ,Jurong Point,1.34032,103.706006,Helen Brolin,Sales Representative,Singapore,Preben Elkjaer,Male,31123456,1734,False
3344,2016-01-02,15515,73,9,59,5,53.60799874,7,Sportswear,Rasta WCT,East,Airport Terminal 1,1.35732,103.987309,Helen Brolin,Sales Representative,Singapore,Preben Elkjaer,Male,31123456,1734,False
3345,2016-01-02,15532,81,2,20,23,2196.751333,2,Sportswear,Tennis Suit,West ,Bukit Panjang Plaza,1.37974,103.7644,Erik Presley,President,Singapore,Mercedes Couto,Female,(11) 555-2167,05442-030,False
3346,2016-01-02,15560,87,8,71,31,904.3937857,2,Men's Clothes,Atles Lussekofta,West ,Bukit Panjang Plaza,1.37974,103.7644,Leif Shine,Sales Manager,Singapore,Miiko Heikillä,Female,981-443655,90110,False
3347,2016-01-02,15626,41,4,36,18,152.1690706,8,Baby Clothes,Mehmet-Tröja,East,Parkway Parade,1.30124,103.90523,Joan Callins,Sales Coordinator,France,Louise Davu,Male,61.77.61.10,31000,True
3348,2016-01-02,15663,61,3,19,26,212.7705934,8,Sportswear,Squash Shorts,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Giovanni Santhos,Female,(21) 555-4252,02389-673,False
3349,2016-01-02,15663,61,3,39,17,972.6034955,2,Women's Clothes,Terence Top,West ,Bukit Panjang Plaza,1.37974,103.7644,Rob Carsson,Sales Representative,Singapore,Giovanni Santhos,Female,(21) 555-4252,02389-673,False
3350,2016-01-02,15700,56,7,40,25,559.7106022,1,Baby Clothes,Duck Trousers,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,Herman Schlusse,Female,0221-0644327,50739,True
3351,2016-01-02,15700,56,7,47,49,1581.194725,8,Men's Footwear,Lundenhagen Boots,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Herman Schlusse,Female,0221-0644327,50739,True
3352,2016-01-02,15700,56,7,60,37,249.3289794,1,Sportswear,Game Over T-Shirt,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,Herman Schlusse,Female,0221-0644327,50739,True
3353,2016-01-02,15714,80,1,11,14,336.4134736,1,Men's Clothes,Desperado Jeans,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
3354,2016-01-02,15714,80,1,17,8,176.0757893,9,Men's Footwear,TieBreak Tennis shoes,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
3355,2016-01-02,15714,80,1,29,11,1259.204502,6,Men's Footwear,Davenport Shoes,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
3356,2016-01-02,15714,80,1,65,61,564.5884509,9,Women's Clothes,Stretch Pants,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
3357,2016-01-02,15714,80,1,70,8,219.4152619,7,Men's Clothes,US-Master Jeans,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
3358,2016-01-02,15812,35,3,26,19,558.6913312,9,Sportswear,Bike Helmet,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3359,2016-01-02,15812,35,3,44,9,670.1980307,8,Women's Clothes,Okkaba Skin Jackets,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3360,2016-01-02,15812,35,3,64,32,1211.323667,8,Women's Footwear,WFS Shoes,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3361,2016-01-02,15812,35,3,69,22,48.42040215,8,Sportswear,Tube Socks,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3362,2016-01-02,15827,47,3,19,15,159.9256199,6,Sportswear,Squash Shorts,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Andrés Barbanegra,Male,(8) 34-56-12,4980,False
3363,2016-01-02,15827,47,3,23,17,189.6792236,6,Women's Footwear,DSW Sandals,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Andrés Barbanegra,Male,(8) 34-56-12,4980,False
3364,2016-01-02,15827,47,3,40,29,570.6605946,8,Baby Clothes,Duck Trousers,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Andrés Barbanegra,Male,(8) 34-56-12,4980,False
3365,2016-01-02,15841,17,8,26,14,394.8831159,8,Sportswear,Bike Helmet,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
3366,2016-01-02,15841,17,8,53,23,1509.704246,9,Women's Clothes,Jack Flash Dress,South ,Marina Square,1.29136,103.85786,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
3367,2016-01-02,15856,47,9,25,6,96.60851117,2,Sportswear,Basket Vest,West ,Bukit Panjang Plaza,1.37974,103.7644,Helen Brolin,Sales Representative,Singapore,Andrés Barbanegra,Male,(8) 34-56-12,4980,False
3368,2016-01-02,15856,47,9,39,10,567.1591283,9,Women's Clothes,Terence Top,South ,Marina Square,1.29136,103.85786,Helen Brolin,Sales Representative,Singapore,Andrés Barbanegra,Male,(8) 34-56-12,4980,False
3369,2016-01-02,15879,35,9,1,23,434.5263735,2,Men's Clothes,Lenin Jeansshorts,West ,Bukit Panjang Plaza,1.37974,103.7644,Helen Brolin,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3370,2016-01-02,15879,35,9,58,14,571.537714,1,Baby Clothes,Onesy Dress,West ,Jurong Point,1.34032,103.706006,Helen Brolin,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3371,2016-01-02,15881,63,8,38,63,4604.772965,9,Women's Clothes,Le Baby Dress,South ,Marina Square,1.29136,103.85786,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3372,2016-01-02,15881,63,8,39,84,4762.540636,6,Women's Clothes,Terence Top,South ,Holland Village,1.31101,103.79627,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3373,2016-01-02,15885,32,1,1,36,665.6272899,1,Men's Clothes,Lenin Jeansshorts,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3374,2016-01-02,15885,32,1,11,9,231.8085736,1,Men's Clothes,Desperado Jeans,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3375,2016-01-02,15885,32,1,23,45,324.2998075,9,Women's Footwear,DSW Sandals,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3376,2016-01-02,15885,32,1,68,18,211.7623564,9,Sportswear,Cap,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3377,2016-01-02,15887,63,8,6,51,208.0334056,9,Women's Clothes,Shagall Socks,South ,Marina Square,1.29136,103.85786,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3378,2016-01-02,15887,63,8,16,12,125.3668145,6,Sportswear,Wimbledon T-Shirt,South ,Holland Village,1.31101,103.79627,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3379,2016-01-02,15887,63,8,17,16,417.6290144,8,Men's Footwear,TieBreak Tennis shoes,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3380,2016-01-02,15891,5,9,19,24,197.2579437,7,Sportswear,Squash Shorts,East,Airport Terminal 1,1.35732,103.987309,Helen Brolin,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3381,2016-01-02,15891,5,9,47,20,469.4969771,8,Men's Footwear,Lundenhagen Boots,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3382,2016-01-02,15891,5,9,49,15,311.7482999,6,Sportswear,Finnish Sport Blades,South ,Holland Village,1.31101,103.79627,Helen Brolin,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3383,2016-01-02,15894,63,7,20,21,1676.497634,1,Sportswear,Tennis Suit,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,George Essen,Male,0372-035188,1307,True
3384,2016-01-02,15897,12,3,73,10,10.59876265,8,Baby Clothes,Mehmet-Napp,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Argentina,Victoria Abril,Male,(1) 135-5555,1010,True
3385,2016-01-02,15930,62,3,71,27,975.7378424,2,Men's Clothes,Atles Lussekofta,West ,Bukit Panjang Plaza,1.37974,103.7644,Rob Carsson,Sales Representative,Singapore,Jorge Alemaio,Female,(11) 555-1189,05487-020,False
3386,2016-01-02,15934,82,1,1,63,1311.496117,6,Men's Clothes,Lenin Jeansshorts,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
3387,2016-01-02,15934,82,1,60,26,139.4177045,2,Sportswear,Game Over T-Shirt,West ,Bukit Panjang Plaza,1.37974,103.7644,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
3388,2016-01-02,15937,127,3,35,9,44.3465801,8,Swimwear,LA. Shorts,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Sweden,Staffan Blond,Male,(8) 10 20 30,11111,True
3389,2016-01-02,15937,127,3,63,37,696.6406119,9,Women's Clothes,Serve-Shirt,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Sweden,Staffan Blond,Male,(8) 10 20 30,11111,True
3390,2016-01-02,15957,32,1,31,45,315.2851674,9,Men's Clothes,Rossi Bermuda Shorts,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3391,2016-01-02,15957,32,1,62,30,714.9608784,7,Sportswear,Lace Shoes,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3392,2016-01-02,15957,32,1,68,81,907.1721351,7,Sportswear,Cap,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3393,2016-01-02,15957,32,1,72,51,558.2617914,2,Women's Clothes,Oyaki Kimono,West ,Bukit Panjang Plaza,1.37974,103.7644,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3394,2016-01-02,15958,66,6,49,26,590.2327202,8,Sportswear,Finnish Sport Blades,East,Parkway Parade,1.30124,103.90523,Lennart Skoglund,Sales Representative,Italy,Anna Bella,Female,0522-556721,42100,True
3395,2016-01-02,15961,32,1,13,19,520.5709926,1,Baby Clothes,Aino Shoes,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3396,2016-01-02,15961,32,1,31,9,71.6978819,8,Men's Clothes,Rossi Bermuda Shorts,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3397,2016-01-02,15973,35,3,30,37,1129.911839,1,Baby Clothes,Baby Dark Lounge Suit,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3398,2016-01-02,15973,35,3,35,50,324.6182131,2,Swimwear,LA. Shorts,West ,Bukit Panjang Plaza,1.37974,103.7644,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3399,2016-01-02,15973,35,3,64,10,381.3444261,6,Women's Footwear,WFS Shoes,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3400,2016-01-02,15974,54,3,5,23,130.1772419,9,Men's Clothes,O-Man Underwear,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Argentina,Don Gerardo,Female,(1) 135-5333,1010,True
3401,2016-01-02,15974,54,3,7,7,245.09941,6,Children's Clothes,Runner Shoes,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Argentina,Don Gerardo,Female,(1) 135-5333,1010,True
3402,2016-01-02,15974,54,3,72,6,64.12084567,6,Women's Clothes,Oyaki Kimono,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Argentina,Don Gerardo,Female,(1) 135-5333,1010,True
3403,2016-01-02,15976,35,3,24,9,47.65299219,9,Men's Clothes,Samba Soccer Socks,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3404,2016-01-02,15976,35,3,41,21,229.5696592,8,Baby Clothes,Duck Shirt,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Nicolas Balines,Male,(5) 555-1340,5022,False
3405,2016-01-02,15984,32,1,12,30,334.1994776,2,Swimwear,Tank Swimsuit,West ,Bukit Panjang Plaza,1.37974,103.7644,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3406,2016-01-02,15984,32,1,24,30,148.1860612,8,Men's Clothes,Samba Soccer Socks,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3407,2016-01-02,15984,32,1,64,4,140.3892302,7,Women's Footwear,WFS Shoes,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3408,2016-01-02,16001,37,9,16,43,479.5485382,8,Sportswear,Wimbledon T-Shirt,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3409,2016-01-02,16001,37,9,18,9,298.2227397,1,Baby Clothes,Deuce Shirt,West ,Jurong Point,1.34032,103.706006,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3410,2016-01-02,16001,37,9,32,41,1000.769552,6,Swimwear,Riviera Swimsuit,South ,Holland Village,1.31101,103.79627,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3411,2016-01-02,16016,37,3,4,30,716.7912424,8,Women's Clothes,Rossi Shorts,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3412,2016-01-02,16016,37,3,24,35,177.9967136,6,Men's Clothes,Samba Soccer Socks,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3413,2016-01-02,16016,37,3,77,35,509.3823003,9,Women's Clothes,Wrap Skirt,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3414,2016-01-02,16034,48,1,12,18,186.6832484,7,Swimwear,Tank Swimsuit,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Andrea Pamelsson,Male,(503) 555-9573,97219,True
3415,2016-01-02,16034,48,1,18,9,264.9325606,7,Baby Clothes,Deuce Shirt,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Andrea Pamelsson,Male,(503) 555-9573,97219,True
3416,2016-01-02,16034,48,1,56,4,153.8924501,8,Women's Footwear,Slip-on Shoes,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Andrea Pamelsson,Male,(503) 555-9573,97219,True
3417,2016-01-02,16053,30,4,70,4,143.4423392,1,Men's Clothes,US-Master Jeans,West ,Jurong Point,1.34032,103.706006,Joan Callins,Sales Coordinator,Spain,El Cordobes,Male,(95) 555 82 82,41101,True
3418,2016-01-02,16068,34,3,43,31,367.2229795,8,Swimwear,Summer Shorts,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Joe do Pintho,Male,(21) 555-0091,05454-876,False
3419,2016-01-02,16068,34,3,61,10,277.4644292,8,Sportswear,AAA Running Shoe,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Joe do Pintho,Male,(21) 555-0091,05454-876,False
3420,2016-01-02,16199,84,5,7,19,741.6930196,2,Children's Clothes,Runner Shoes,West ,Bukit Panjang Plaza,1.37974,103.7644,Ingrid Hendrix,Sales Representative,France,Pierre Robert,Male,78.32.54.86,69004,True
3421,2016-01-02,16199,84,5,46,24,287.4940372,7,Baby Clothes,Rodbye Troje,East,Airport Terminal 1,1.35732,103.987309,Ingrid Hendrix,Sales Representative,France,Pierre Robert,Male,78.32.54.86,69004,True
3422,2016-01-02,16199,84,5,72,47,602.0156335,8,Women's Clothes,Oyaki Kimono,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,France,Pierre Robert,Male,78.32.54.86,69004,True
3423,2016-01-02,16249,6,7,28,3,159.7087402,9,Children's Clothes,RDL Suit,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Herman Hinschler,Female,0621-08460,68306,True
3424,2016-01-02,16319,45,1,15,9,61.9633996,6,Women's Clothes,Sumi Underwear,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,USA,Vincent Vega,Male,(415) 555-5938,94117,True
3425,2016-01-02,16319,45,1,75,19,145.2027448,7,Men's Clothes,Bow tie,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Vincent Vega,Male,(415) 555-5938,94117,True
3426,2016-01-02,16361,63,8,1,39,673.9841973,1,Men's Clothes,Lenin Jeansshorts,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3427,2016-01-02,16361,63,8,40,35,528.1768811,9,Baby Clothes,Duck Trousers,South ,Marina Square,1.29136,103.85786,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3428,2016-01-02,16361,63,8,53,31,1656.093484,1,Women's Clothes,Jack Flash Dress,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Germany,George Essen,Male,0372-035188,1307,True
3429,2016-01-02,16388,37,3,28,3,173.068309,7,Children's Clothes,RDL Suit,East,Airport Terminal 1,1.35732,103.987309,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3430,2016-01-02,16388,37,3,43,21,323.0115664,6,Swimwear,Summer Shorts,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3431,2016-01-02,16388,37,3,53,17,1261.1542,1,Women's Clothes,Jack Flash Dress,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3432,2016-01-02,16388,37,3,75,9,80.56810237,6,Men's Clothes,Bow tie,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
3433,2016-01-02,16416,32,1,18,23,596.4278427,8,Baby Clothes,Deuce Shirt,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3434,2016-01-02,16416,32,1,41,14,136.4025888,1,Baby Clothes,Duck Shirt,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3435,2016-01-02,16416,32,1,43,46,585.6283262,1,Swimwear,Summer Shorts,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3436,2016-01-02,16435,72,9,16,54,666.5433728,6,Sportswear,Wimbledon T-Shirt,South ,Holland Village,1.31101,103.79627,Helen Brolin,Sales Representative,Singapore,Karen Goh,Female,98087632,567229,False
3437,2016-01-02,16435,72,9,31,67,702.6333406,8,Men's Clothes,Rossi Bermuda Shorts,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,Singapore,Karen Goh,Female,98087632,567229,False
3438,2016-01-02,16435,72,9,60,77,506.7783652,2,Sportswear,Game Over T-Shirt,West ,Bukit Panjang Plaza,1.37974,103.7644,Helen Brolin,Sales Representative,Singapore,Karen Goh,Female,98087632,567229,False
3439,2016-01-02,16480,7,5,1,23,427.4978181,2,Men's Clothes,Lenin Jeansshorts,West ,Bukit Panjang Plaza,1.37974,103.7644,Ingrid Hendrix,Sales Representative,France,Julie Binoché,Female,88.60.15.31,67000,True
3440,2016-01-02,16485,23,6,12,39,431.7492035,8,Swimwear,Tank Swimsuit,East,Parkway Parade,1.30124,103.90523,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
3441,2016-01-02,16485,23,6,13,14,384.4438756,6,Baby Clothes,Aino Shoes,South ,Holland Village,1.31101,103.79627,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
3442,2016-01-02,16485,23,6,26,38,1378.219473,9,Sportswear,Bike Helmet,South ,Marina Square,1.29136,103.85786,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
3443,2016-01-02,16485,23,6,62,87,2867.643975,1,Sportswear,Lace Shoes,West ,Jurong Point,1.34032,103.706006,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
3444,2016-01-02,16505,25,7,16,37,316.6327637,8,Sportswear,Wimbledon T-Shirt,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Dieter Köln,Male,089-0877310,80805,True
3445,2016-01-02,16505,25,7,60,24,101.9707022,1,Sportswear,Game Over T-Shirt,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,Dieter Köln,Male,089-0877310,80805,True
3446,2016-01-02,16506,5,3,4,11,259.7204598,1,Women's Clothes,Rossi Shorts,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3447,2016-01-02,16506,5,3,39,18,1201.794248,7,Women's Clothes,Terence Top,East,Airport Terminal 1,1.35732,103.987309,Rob Carsson,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3448,2016-01-02,16506,5,3,54,5,169.4377317,9,Sportswear,Patamonia Fleece Jacket,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
3449,2016-01-02,16533,32,1,19,35,288.6972163,9,Sportswear,Squash Shorts,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3450,2016-01-02,16533,32,1,21,14,110.4736097,7,Sportswear,Basket Shoes,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3451,2016-01-02,16533,32,1,64,32,874.9360072,8,Women's Footwear,WFS Shoes,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
3452,2016-01-02,16558,17,8,16,18,148.5268827,8,Sportswear,Wimbledon T-Shirt,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
3453,2016-01-02,16558,17,8,43,22,237.856667,1,Swimwear,Summer Shorts,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
